fold_scope,target,model,window_rule,horizon,n_scored,n_total,n_missing_actual,n_missing_pred,n_zero_actual_excluded_from_mape,MAE,RMSE,MAPE,sMAPE,MASE,ME_bias,n_excluded_interpolated_actual,n_folds,n_gap_contaminated_folds
all_dev_folds,Children in HHS Care,random_forest,full,7,55,57,0,2,0,668.6790244952095,885.6787629072977,12.41175391029705,11.271161172485177,2.1682742024249637,323.12017065947293,8,65,3
all_dev_folds,Children in HHS Care,random_forest,full,14,60,63,0,3,0,1044.750281810996,1382.4035078285535,19.519334506262705,16.89623803956397,3.3541093957010375,399.2401444974231,2,65,3
all_dev_folds,Children in HHS Care,sarima,capped,1,65,65,0,0,0,44.55350073285768,62.93812740985622,0.6449509866469397,0.6462271796463349,0.14788251264829166,-19.41524734669324,0,65,3
all_dev_folds,Children in HHS Care,sarima,capped,7,57,57,0,0,0,309.7004944785182,431.117889018972,4.756239176341106,4.7528036166347665,1.047625096818294,-16.647750679718687,8,65,3
all_dev_folds,Children in HHS Care,sarima,capped,14,63,63,0,0,0,564.8399940670603,796.7680573552582,9.983297821614212,9.836732499438847,1.9022892258131967,61.89697367534255,2,65,3
all_dev_folds,Children in HHS Care,sarima,full,1,65,65,0,0,0,44.63964883181371,62.92931561192699,0.6490219791784109,0.6502887623905592,0.1481712577576753,-19.300961144283406,0,65,3
all_dev_folds,Children in HHS Care,sarima,full,7,57,57,0,0,0,309.82640910836597,431.1388779081334,4.763661598650693,4.76073268515108,1.0480491183781073,-18.020366755526098,8,65,3
all_dev_folds,Children in HHS Care,sarima,full,14,63,63,0,0,0,571.2898435274661,797.7641591712509,10.268396338076082,10.13190190793721,1.9269062066257416,57.34603878093548,2,65,3
all_dev_folds,Children in HHS Care,seasonal_naive,capped,1,65,65,0,0,0,236.1846153846154,363.4065322642229,3.6027457250747386,3.521152658506663,0.7613026982947677,21.692307692307693,0,65,3
all_dev_folds,Children in HHS Care,seasonal_naive,capped,7,57,57,0,0,0,464.03508771929825,665.2637255715988,7.747820699823225,7.3782234138036324,1.5317374494497802,115.40350877192982,8,65,3
all_dev_folds,Children in HHS Care,seasonal_naive,capped,14,63,63,0,0,0,617.8571428571429,876.6190915933965,10.524184649354135,9.784825329076716,2.042151656427271,165.31746031746033,2,65,3
all_dev_folds,Children in HHS Care,seasonal_naive,full,1,65,65,0,0,0,236.1846153846154,363.4065322642229,3.6027457250747386,3.521152658506663,0.7613026982947677,21.692307692307693,0,65,3
all_dev_folds,Children in HHS Care,seasonal_naive,full,7,57,57,0,0,0,464.03508771929825,665.2637255715988,7.747820699823225,7.3782234138036324,1.5317374494497802,115.40350877192982,8,65,3
all_dev_folds,Children in HHS Care,seasonal_naive,full,14,63,63,0,0,0,617.8571428571429,876.6190915933965,10.524184649354135,9.784825329076716,2.042151656427271,165.31746031746033,2,65,3
common_support,Children discharged from HHS Care,exponential_smoothing,capped,1,60,60,0,0,0,25.969711667238933,37.29749102579407,16.501173675910465,16.446660243876863,0.6842004986163334,-5.473034517335752,0,60,2
common_support,Children discharged from HHS Care,exponential_smoothing,capped,7,46,46,0,0,0,34.29357854348791,47.21414699261994,40.008831199010295,27.861313615533934,0.918553131787759,3.2561122608262694,0,46,3
common_support,Children discharged from HHS Care,exponential_smoothing,capped,14,58,58,0,0,0,32.992372128342154,44.95195845694685,43.557627009215274,32.541048704080794,0.8719880344421234,11.751259377364736,0,58,0
common_support,Children discharged from HHS Care,exponential_smoothing,full,1,60,60,0,0,0,25.98568868051131,37.29483351515029,16.679053164051506,16.594789841873062,0.6845892121109357,-5.416397379042212,0,60,2
common_support,Children discharged from HHS Care,exponential_smoothing,full,7,46,46,0,0,0,34.15477945237973,47.19254355098914,39.110990078788994,26.748728132147846,0.9143276483086425,3.2482721882292194,0,46,3
common_support,Children discharged from HHS Care,exponential_smoothing,full,14,58,58,0,0,0,32.8935062458184,44.927616759144826,43.70960755463134,30.897014557298824,0.868999275612389,11.937935381242255,0,58,0
common_support,Children discharged from HHS Care,gradient_boosting,capped,1,60,60,0,0,0,26.508207268813365,37.40801925967632,21.240927835696287,17.569257615604933,0.6977087114136762,1.7644979058883479,0,60,2
common_support,Children discharged from HHS Care,gradient_boosting,capped,7,46,46,0,0,0,32.576347359229864,42.59943982921078,57.42644725382723,30.34738952163356,0.8710791172248288,10.02811290870442,0,46,3
common_support,Children discharged from HHS Care,gradient_boosting,capped,14,58,58,0,0,0,38.80712325636943,52.10832757291039,54.26421696746814,31.652715430676963,1.0282026914848956,20.623092458372838,0,58,0
common_support,Children discharged from HHS Care,gradient_boosting,full,1,60,60,0,0,0,26.494272373868338,37.40840987099196,21.091077419339296,17.845810783904952,0.6972063560224956,1.413761953004863,0,60,2
common_support,Children discharged from HHS Care,gradient_boosting,full,7,46,46,0,0,0,32.54406813374013,42.59751953622034,57.29220291284528,30.260457023850805,0.8697459751455188,9.853563720455183,0,46,3
common_support,Children discharged from HHS Care,gradient_boosting,full,14,58,58,0,0,0,39.01458014798112,52.13182277057111,57.03921353519368,33.58674661335541,1.0346029413769988,20.78970854535679,0,58,0
common_support,Children discharged from HHS Care,moving_average,capped,1,60,60,0,0,0,34.58531746031746,47.68832767826747,20.268176016061876,19.400035685392005,0.9174846424679701,-25.25912698412698,0,60,2
common_support,Children discharged from HHS Care,moving_average,capped,7,46,46,0,0,0,41.607660455486545,59.003006714410965,39.60695717841629,29.602323264358116,1.1034612382729838,-33.746376811594196,0,46,3
common_support,Children discharged from HHS Care,moving_average,capped,14,58,58,0,0,0,41.91912972085387,59.16866920651263,54.01602587056726,33.47726487266515,1.0927018064583114,35.8756157635468,0,58,0
common_support,Children discharged from HHS Care,moving_average,full,1,60,60,0,0,0,34.58531746031746,47.68832767826747,20.268176016061876,19.400035685392005,0.9174846424679701,-25.25912698412698,0,60,2
common_support,Children discharged from HHS Care,moving_average,full,7,46,46,0,0,0,41.607660455486545,59.003006714410965,39.60695717841629,29.602323264358116,1.1034612382729838,-33.746376811594196,0,46,3
common_support,Children discharged from HHS Care,moving_average,full,14,58,58,0,0,0,41.91912972085387,59.16866920651263,54.01602587056726,33.47726487266515,1.0927018064583114,35.8756157635468,0,58,0
common_support,Children discharged from HHS Care,naive,capped,1,60,60,0,0,0,39.8,54.47813016859762,25.766023784353447,25.17157317371958,1.0528175651226788,-36.166666666666664,0,60,2
common_support,Children discharged from HHS Care,naive,capped,7,46,46,0,0,0,45.17391304347826,62.63107993570799,41.01801367402582,35.659238847115475,1.1959963435193657,-42.56521739130435,0,46,3
common_support,Children discharged from HHS Care,naive,capped,14,58,58,0,0,0,39.98275862068966,55.8311802638559,54.414098884847284,36.47725330818396,1.0464404811166288,25.396551724137932,0,58,0
common_support,Children discharged from HHS Care,naive,full,1,60,60,0,0,0,39.8,54.47813016859762,25.766023784353447,25.17157317371958,1.0528175651226788,-36.166666666666664,0,60,2
common_support,Children discharged from HHS Care,naive,full,7,46,46,0,0,0,45.17391304347826,62.63107993570799,41.01801367402582,35.659238847115475,1.1959963435193657,-42.56521739130435,0,46,3
common_support,Children discharged from HHS Care,naive,full,14,58,58,0,0,0,39.98275862068966,55.8311802638559,54.414098884847284,36.47725330818396,1.0464404811166288,25.396551724137932,0,58,0
common_support,Children discharged from HHS Care,random_forest,capped,1,60,60,0,0,0,29.355653997430263,42.74870280791342,25.234188855414875,18.733844726623886,0.7792713605714395,-3.016463547041219,0,60,2
common_support,Children discharged from HHS Care,random_forest,capped,7,46,46,0,0,0,37.45196359942975,50.81024210831032,51.59231726550355,29.47006861667495,1.000100353591978,-7.688797079454639,0,46,3
common_support,Children discharged from HHS Care,random_forest,capped,14,58,58,0,0,0,49.14316284606288,64.93239574932069,67.32582571803238,38.59619275901556,1.2924998494212365,40.50363641273007,0,58,0
common_support,Children discharged from HHS Care,random_forest,full,1,60,60,0,0,0,29.962225082436493,42.86591812877495,30.58371833011248,21.669258116386647,0.7986799538939129,-2.3731433679817484,0,60,2
common_support,Children discharged from HHS Care,random_forest,full,7,46,46,0,0,0,37.39111923011833,50.8045885020641,51.21945697353287,28.33276758867341,0.9980462924587791,-6.998453244577894,0,46,3
common_support,Children discharged from HHS Care,random_forest,full,14,58,58,0,0,0,49.18938446768955,64.93405921370741,68.23345966334473,39.00224083655967,1.2939638601232069,40.603459460023814,0,58,0
common_support,Children discharged from HHS Care,sarima,capped,1,60,60,0,0,0,23.921470966209462,32.83260198813334,20.339347718789973,23.196165368097873,0.6321507759520885,10.493063349503172,0,60,2
common_support,Children discharged from HHS Care,sarima,capped,7,46,46,0,0,0,34.521590375428985,43.53978266898022,43.87064017371688,39.87288521623601,0.9272025192407658,9.38766555394885,0,46,3
common_support,Children discharged from HHS Care,sarima,capped,14,58,58,0,0,0,36.35216715654397,46.54802850570369,81.4192081952119,55.036527954254375,0.9647784692636686,-2.238530523776914,0,58,0
common_support,Children discharged from HHS Care,sarima,full,1,60,60,0,0,0,23.66679060009577,32.811063946926694,18.667459128003145,21.33537929907949,0.6240622067166162,10.582393020602456,0,60,2
common_support,Children discharged from HHS Care,sarima,full,7,46,46,0,0,0,33.83319405076652,43.31507051152205,39.173330921007384,33.76917714912558,0.9055126435072107,9.657344268577566,0,46,3
common_support,Children discharged from HHS Care,sarima,full,14,58,58,0,0,0,35.9437960216935,46.45340800388037,75.91187420675864,49.90706717744206,0.952043006297667,-2.1399250141141932,0,58,0
common_support,Children discharged from HHS Care,seasonal_naive,capped,1,60,60,0,0,0,33.11666666666667,47.96265908669646,23.34458499806224,19.666824104744897,0.867448155705911,14.25,0,60,2
common_support,Children discharged from HHS Care,seasonal_naive,capped,7,46,46,0,0,0,35.34782608695652,48.455268480096784,43.136228265079104,28.967326353257423,0.9462573595229727,9.521739130434783,0,46,3
common_support,Children discharged from HHS Care,seasonal_naive,capped,14,58,58,0,0,0,32.53448275862069,43.53734029542916,36.86099550752161,30.53951572883137,0.8600161849272897,4.948275862068965,0,58,0
common_support,Children discharged from HHS Care,seasonal_naive,full,1,60,60,0,0,0,33.11666666666667,47.96265908669646,23.34458499806224,19.666824104744897,0.867448155705911,14.25,0,60,2
common_support,Children discharged from HHS Care,seasonal_naive,full,7,46,46,0,0,0,35.34782608695652,48.455268480096784,43.136228265079104,28.967326353257423,0.9462573595229727,9.521739130434783,0,46,3
common_support,Children discharged from HHS Care,seasonal_naive,full,14,58,58,0,0,0,32.53448275862069,43.53734029542916,36.86099550752161,30.53951572883137,0.8600161849272897,4.948275862068965,0,58,0
common_support,Children in HHS Care,exponential_smoothing,capped,1,63,63,0,0,0,48.72106496744711,65.5420245488733,0.8437411335576979,0.8415003086324787,0.1598562881233638,-13.518012596786713,0,63,3
common_support,Children in HHS Care,exponential_smoothing,capped,7,55,55,0,0,0,293.4604655876064,410.6109372606426,4.576458030738047,4.5556607423689,0.9663042369685771,-3.311851219594663,0,55,3
common_support,Children in HHS Care,exponential_smoothing,capped,14,60,60,0,0,0,518.1993430640078,755.1216308765731,8.540288213848019,8.11412184633513,1.689620096052383,107.0466292302955,0,60,2
common_support,Children in HHS Care,exponential_smoothing,full,1,63,63,0,0,0,51.701730718700276,67.07570698655499,0.9659565089051074,0.9631767885834338,0.17074993561479407,-13.225598213590061,0,63,3
common_support,Children in HHS Care,exponential_smoothing,full,7,55,55,0,0,0,298.1778592516587,411.7757931677491,4.770045453344736,4.740321263349727,0.9836881624842714,3.355749638206713,0,55,3
common_support,Children in HHS Care,exponential_smoothing,full,14,60,60,0,0,0,518.3461606357586,755.7062847556612,8.546032281049767,8.10357515826912,1.6903657662442646,114.24183454518133,0,60,2
common_support,Children in HHS Care,gradient_boosting,capped,1,63,63,0,0,0,106.6427177298498,140.78863475112072,1.6838032821465743,1.6715798794303942,0.34333169807761943,2.7376503315924405,0,63,3
common_support,Children in HHS Care,gradient_boosting,capped,7,55,55,0,0,0,621.7419947330003,903.9728651178343,11.760792571159769,10.484005963433814,2.029472205694534,326.5612486961261,0,55,3
common_support,Children in HHS Care,gradient_boosting,capped,14,60,60,0,0,0,1105.8176983753158,1457.152000904881,21.698792694756406,18.201122195015124,3.570024263863261,619.7205476307753,0,60,2
common_support,Children in HHS Care,gradient_boosting,full,1,63,63,0,0,0,107.81272696555838,140.58914686264401,1.7487127553331199,1.736502559842706,0.3480919255082268,3.2596907837551226,0,63,3
common_support,Children in HHS Care,gradient_boosting,full,7,55,55,0,0,0,626.1422965132274,904.7572383953533,11.972620890122435,10.682073548466558,2.0468154008727284,330.58878251999647,0,55,3
common_support,Children in HHS Care,gradient_boosting,full,14,60,60,0,0,0,1142.925457440963,1473.565424817091,23.247707793299288,19.397816243283568,3.710089962571018,672.3198236678147,0,60,2
common_support,Children in HHS Care,moving_average,capped,1,63,63,0,0,0,180.68480725623579,262.15262112099697,2.7315417170511775,2.7055606929938905,0.5759421634358195,-25.38321995464855,0,63,3
common_support,Children in HHS Care,moving_average,capped,7,55,55,0,0,0,472.19480519480527,678.7623007013812,7.826680554071813,7.426249959536987,1.5207484097172448,164.77662337662332,0,55,3
common_support,Children in HHS Care,moving_average,capped,14,60,60,0,0,0,684.4642857142858,968.9091816991685,12.073311816537595,11.027423474219265,2.2169119721821287,219.47857142857143,0,60,2
common_support,Children in HHS Care,moving_average,full,1,63,63,0,0,0,180.68480725623579,262.15262112099697,2.7315417170511775,2.7055606929938905,0.5759421634358195,-25.38321995464855,0,63,3
common_support,Children in HHS Care,moving_average,full,7,55,55,0,0,0,472.19480519480527,678.7623007013812,7.826680554071813,7.426249959536987,1.5207484097172448,164.77662337662332,0,55,3
common_support,Children in HHS Care,moving_average,full,14,60,60,0,0,0,684.4642857142858,968.9091816991685,12.073311816537595,11.027423474219265,2.2169119721821287,219.47857142857143,0,60,2
common_support,Children in HHS Care,naive,capped,1,63,63,0,0,0,49.63492063492063,75.19783431531978,0.7197859969247974,0.7197686332558476,0.16186159795717547,-12.206349206349206,0,63,3
common_support,Children in HHS Care,naive,capped,7,55,55,0,0,0,379.96363636363634,542.3940533329151,6.0737618662194,5.845467880686839,1.2331365960524454,164.0,0,55,3
common_support,Children in HHS Care,naive,capped,14,60,60,0,0,0,606.25,865.620153416035,10.56373411941298,9.729360391610966,1.9749172496569116,229.11666666666667,0,60,2
common_support,Children in HHS Care,naive,full,1,63,63,0,0,0,49.63492063492063,75.19783431531978,0.7197859969247974,0.7197686332558476,0.16186159795717547,-12.206349206349206,0,63,3
